artist,album,track,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,lyrics_body
New Radicals,Maybe You've Been Brainwashed Too,You Get What You Give,0.621,0.901,2,-5.396,1,0.0302,0.0,0.0875,0.744,113.967,"Uh Ooh What, what, what, what One, two, one, two, three, ow  Wake up, kids, we got the dreamers' disease Age 14, they got you down on your knees So polite, we're busy still saying please  Frenemies, who, when you're down, ain't your friend Every night, they smash a Mercedes-Benz First we run, and then we laugh 'till we cry  But when the night is falling You cannot find the light (light) You feel your dreams are dying Hold tight  You've got the music in you Don't let go You've got the music in you One dance left This world is gonna pull through Don't give up You've got a reason to live Can't forget We only get what we give  I'm comin' home, baby You're the tops Give it to me now "
Meghan Trainor,Title (Deluxe),All About That Bass,0.807,0.887,9,-3.726,1,0.0503,2.87e-06,0.124,0.961,134.052,"Because you know I'm all about that bass, 'bout that bass, no treble I'm all about that bass, 'bout that bass, no treble I'm all about that bass, 'bout that bass, no treble I'm all about that bass, 'bout that bass Bass, bass, bass (bass)  Yeah, it's pretty clear, I ain't no size two But I can shake it, shake it Like I'm supposed to do 'Cause I got that boom, boom That all the boys chase And all the right junk in all the right places  I see the magazines workin' that Photoshop We know that shit ain't real C'mon now, make it stop If you got beauty, beauty, just raise 'em up 'Cause every inch of you is perfect From the bottom to the top  Yeah, my mama, she told me, ""Don't worry about your size"""
Culture Club,Colour By Numbers,Karma Chameleon - Remastered 2002,0.668,0.73,10,-7.182,1,0.0366,0.0,0.188,0.894,92.049,"There's the loving in your eyes all the way If I listen to your lies would you say I'm a man without conviction I'm a man who doesn't know How to sell a contradiction You come and go You come and go  Karma karma karma karma Karma chameleon You come and go You come and go Loving would be easy if your colors were like my dreams Red, gold and green Red, gold and green  Didn't hear your wicked words everyday And you used to be so sweet I heard you say"
Wheatus,Wheatus,Teenage Dirtbag,0.625,0.85,4,-3.904,1,0.0495,0.000233,0.174,0.633,94.661,"Her name is Noelle I have a dream about her She rings my bell I got gym class in half an hour Oh, how she rocks In Keds and tube socks But she doesn't know who I am And she doesn't give a damn about me  'Cause I'm just a teenage dirtbag, baby Yeah, I'm just a teenage dirtbag, baby Listen to Iron Maiden, baby, with me Oo-o-o-oo-o-oh  Her boyfriend's a dick And he brings a gun to school And he'd simply kick"
Katy Perry,Teenage Dream,Last Friday Night (T.G.I.F.),0.652,0.812,3,-3.797,0,0.0409,3.01e-05,0.667,0.72,126.023,"There's a stranger in my bed There's a pounding in my head Glitter all over the room Pink flamingos in the pool I smell like a minibar DJ's passed out in the yard Barbies on the barbecue This a hickey or a bruise?  Pictures of last night ended up online, I'm screwed Oh, well It's a blacked out blur, but I'm pretty sure it ruled Damn  Last Friday night Yeah, we danced on tabletops, and we took too many shots Think we kissed, but I forgot last Friday night Yeah, we maxed our credit cards and got kicked out of the bar So we hit the boulevard last Friday night We went streaking in the park, skinny-dipping in the dark Then had a ménage à trois last Friday night Yeah, I think we broke the law, always say we're gonna stop-op, oh-whoa  But this Friday night"
Ace of Base,The Sign,All That She Wants,0.798,0.625,11,-9.689,1,0.0548,7.98e-05,0.103,0.858,93.764,"She leads a lonely life She leads a lonely life  When she woke up late In the morning light And the day had just begun  She opened up Her eyes and thought Oh, what a morning  It's not a day for work It's a day for catching tan Just laying on the beach And having fun She's going to get ya  All that she wants Is another baby She's gone tomorrow, boy All that she wants Is another baby, yeah  All that she wants"
The Offspring,Smash,Self Esteem,0.488,0.862,0,-7.595,1,0.0476,0.0,0.359,0.706,104.56,"I wrote her off for the tenth time today And practiced all the things I would say But she came over I lost my nerve I took her back and made her dessert  Now I know I'm being used That's okay man 'cause I like the abuse Now I know she's playing with me That's okay 'cause I've got no self-esteem Oh yeah, yeah oh yeah, yeah  Oh yeah, yeah oh yeah, yeah  We make plans to go out at night I wait 'til 2 then I turn out the light This rejection's got me so low If she keeps it up I just might tell her so"
John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads","Take Me Home, Country Roads",0.38,0.43,9,-12.564,1,0.0288,1.71e-05,0.188,0.547,82.204,"Almost heaven, West Virginia Blue Ridge Mountains, Shenandoah River Life is old there, older than the trees Younger than the mountains, growin' like a breeze  Country roads, take me home To the place I belong West Virginia, Mountain Mama Take me home, country roads  All my memories gather 'round her Miner's lady, stranger to blue water"
Ricky Martin,Ricky Martin,Livin' la Vida Loca,0.425,0.954,1,-3.756,0,0.0476,0.0,0.0555,0.933,178.043,"She's into superstitions Black cats and voodoo dolls I feel a premonition That girl's gonna make me fall  She's into new sensations New kicks in the candlelight She's got a new addiction For every day and night  She'll make you take your clothes off and go dancing in the rain She'll make you live her crazy life, but she'll take away your pain Like a bullet to your brain Come on!  Upside, inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color mocha She will wear you out Livin' la vida loca Come on! Livin' la vida loca Come on! She's livin' la vida loca "
Fountains Of Wayne,Welcome Interstate Managers,Stacy's Mom,0.774,0.75,11,-4.927,0,0.0412,1.78e-05,0.0808,0.927,118.015,"Stacy's mom has got it goin' on Stacy's mom has got it goin' on Stacy's mom has got it goin' on Stacy's mom has got it goin' on  Stacy, can I come over after school? (After school) We can hang around by the pool (Hang by the pool) Did your mom get back from her business trip? (Business trip) Is she there, or is she trying to give me the slip? (Give me the slip)  You know, I'm not the little boy that I used to be I'm all grown up now Baby, can't you see?  Stacy's mom has got it goin' on She's all I want And I've waited for so long Stacy, can't you see?"
Rupert Holmes,Partners In Crime,Escape (The Pina Colada Song),0.836,0.509,0,-13.668,1,0.0548,4.1e-06,0.0436,0.949,138.714,I was tired of my lady We'd been together too long Like a worn out recording Of a favorite song  So while she lay there sleepin' I read the paper in bed And in the personal columns There was this letter I read  If you like piña coladas And gettin' caught in the rain If you're not into yoga If you have half a brain If you like makin' love at midnight In the dunes on the cape Then I'm the love that you've looked for Write to me and escape  I didn't think about my lady I know that sounds kinda mean But me and my old lady Had fallen into the same old dull routine 
Tom Odell,Long Way Down (Deluxe),Another Love,0.445,0.537,4,-8.532,0,0.04,1.65e-05,0.0944,0.131,122.769,"I wanna take you somewhere so you know I care But it's so cold, and I don't know where I brought you daffodils in a pretty string But they won't flower like they did last spring  And I wanna kiss you, make you feel alright I'm just so tired to share my nights I wanna cry and I wanna love But all my tears have been used up  On another love, another love All my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up "
Ruth B.,Safe Haven,Dandelions,0.609,0.692,1,-2.958,1,0.0259,0.0,0.0864,0.454,116.959,"Maybe, it's the way you say my name Maybe, it's the way you play your game But it's so good, I've never known anybody like you But it's so good, I've never dreamed of nobody like you  And I've heard of a love that comes once in a lifetime And I'm pretty sure that you are that love of mine  'Cause I'm in a field of dandelions Wishing on every one that you'll be mine, mine  And I see forever in your eyes I feel okay when I see you smile, smile  Wishing on dandelions all of the time Praying to God that one day you'll be mine Wishing on dandelions all of the time, all of the time "
Ed Sheeran,x (Deluxe Edition),Photograph,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,Loving can hurt Loving can hurt sometimes But it's the only thing That I know  And when it gets hard You know it can get hard sometimes It is the only thing that makes us feel alive  We keep this love in a photograph We make these memories for ourselves Where our eyes are never closing Hearts are never broken And time's forever frozen still  So you can keep me Inside the pocket of your ripped jeans Holdin' me closer 'til our eyes meet You won't ever be alone Wait for me to come home  Loving can heal
Billie Eilish,Happier Than Ever (Edit),Happier Than Ever - Edit,0.334,0.599,0,-5.742,1,0.0365,0.000392,0.205,0.127,161.74,"You called me again, drunk in your Benz Driving home under the influence You scared me to death, but I'm wasting my breath 'Cause you only listen to your friends I don't relate to you I don't relate to you, no 'Cause I'd never treat me this sh- You made me hate this city"
The Weeknd,After Hours,Blinding Lights,0.514,0.73,1,-5.934,1,0.0598,9.54e-05,0.0897,0.334,171.005,"Yeah  I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm going through withdrawals You don't even have to do too much You can turn me on with just a touch, baby  I look around and Sin City's cold and empty (oh) No one's around to judge me (oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights"
Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon,0.498,0.59,1,-4.721,0,0.032,0.0,0.107,0.0784,145.867,"I know you're somewhere out there Somewhere far away I want you back, I want you back  My neighbors think I'm crazy But they don't understand You're all I had, you're all I had  At night, when the stars light up my room I sit by myself  Talking to the moon Trying to get to you  In hopes you're on the other side talking to me too Or am I a fool who sits alone talking to the moon?"
Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11,-4.424,0,0.266,0.0,0.434,0.555,77.011,"Look out for yourself  I wake up to the sounds of the silence that allows For my mind to run around with my ear up to the ground I'm searching to behold the stories that are told When my back is to the world that was smiling when I turned  Tell you, you're the greatest But once you turn, they hate us  Oh, the misery Everybody wants to be my enemy Spare the sympathy Everybody wants to be my enemy  Look out for yourself My enemy  Look out for yourself But I'm ready  Your words up on the wall as you're praying for my fall And the laughter in the halls And the names that I've been called"
